setBitrate:, 18.50,33.00
setBitrate:, 18.60,37.50
setBitrate:, 18.70,36.50
setBitrate:, 18.80,12.00
setBitrate:, 18.90,38.50
setBitrate:, 19.00,35.00
setBitrate:, 19.10,38.50
setBitrate:, 19.20,36.00
setBitrate:, 19.30,36.00
setBitrate:, 19.40,38.00
setBitrate:, 19.50,31.50
setBitrate:, 19.60,37.00
setBitrate:, 19.70,33.00
setBitrate:, 19.80,35.00
setBitrate:, 19.90,34.50
setBitrate:, 20.00,35.00
setBitrate:, 20.10,34.50
setBitrate:, 20.20,36.00
setBitrate:, 20.30,33.50
setBitrate:, 20.40,38.00
setBitrate:, 20.50,36.50
setBitrate:, 20.60,35.50
setBitrate:, 20.70,35.00
setBitrate:, 20.80,33.00
setBitrate:, 20.90,38.00
setBitrate:, 21.00,36.00
setBitrate:, 21.10,35.00
setBitrate:, 21.20,30.00
setBitrate:, 21.30,39.00
setBitrate:, 21.40,37.00
setBitrate:, 21.50,34.50
setBitrate:, 21.60,32.00
setBitrate:, 21.70,39.00
setBitrate:, 21.80,35.00
setBitrate:, 21.90,38.50
setBitrate:, 22.00,31.50
setBitrate:, 22.10,36.50
setBitrate:, 22.20,36.50
setBitrate:, 22.30,33.50
setBitrate:, 22.40,35.50
setBitrate:, 22.50,37.00
setBitrate:, 22.60,35.50
setBitrate:, 22.70,37.50
setBitrate:, 22.80,31.00
setBitrate:, 22.90,35.50
setBitrate:, 23.00,29.00
setBitrate:, 23.10,35.50
setBitrate:, 23.20,31.50
setBitrate:, 23.30,32.00
setBitrate:, 23.40,33.50
setBitrate:, 23.50,30.00
setBitrate:, 23.60,28.50
setBitrate:, 23.70,30.50
setBitrate:, 23.80,29.00
setBitrate:, 23.90,29.00
setBitrate:, 24.00,24.50
setBitrate:, 24.10,24.00
setBitrate:, 24.20,25.00
setBitrate:, 24.30,26.50
setBitrate:, 24.40,23.00
setBitrate:, 24.50,27.50
setBitrate:, 24.60,26.50
setBitrate:, 24.70,25.50
setBitrate:, 24.80,21.50
setBitrate:, 24.90,24.00
setBitrate:, 25.00,26.00
setBitrate:, 25.10,25.50
setBitrate:, 25.20,25.00
setBitrate:, 25.30,23.50
setBitrate:, 25.40,24.00
setBitrate:, 25.50,24.00
setBitrate:, 25.60,26.50
setBitrate:, 25.70,24.50
setBitrate:, 25.80,23.50
setBitrate:, 25.90,25.00
setBitrate:, 26.00,23.50
setBitrate:, 26.10,24.50
setBitrate:, 26.20,26.50
setBitrate:, 26.30,28.00
setBitrate:, 26.40,28.00
setBitrate:, 26.50,25.00
setBitrate:, 26.60,25.50
setBitrate:, 26.70,23.00
setBitrate:, 26.80,24.50
setBitrate:, 26.90,25.00
setBitrate:, 27.00,26.00
setBitrate:, 27.10,23.50
setBitrate:, 27.20,25.50
setBitrate:, 27.30,25.50
setBitrate:, 27.40,27.50
setBitrate:, 27.50,24.50
setBitrate:, 27.60,25.50
setBitrate:, 27.70,24.00
setBitrate:, 27.80,27.50
setBitrate:, 27.90,24.00
setBitrate:, 28.00,24.00
setBitrate:, 28.10,25.50
setBitrate:, 28.20,25.00
setBitrate:, 28.30,26.00
setBitrate:, 28.40,21.00
setBitrate:, 28.50,21.50
setBitrate:, 28.60,24.00
setBitrate:, 28.70,26.50
setBitrate:, 28.80,24.00
setBitrate:, 28.90,22.50
setBitrate:, 29.00,23.00
setBitrate:, 29.10,30.00
setBitrate:, 29.20,25.00
setBitrate:, 29.30,29.00
setBitrate:, 29.40,20.00
setBitrate:, 29.50,3.00
setBitrate:, 29.60,30.00
setBitrate:, 29.70,29.00
setBitrate:, 29.80,25.00
setBitrate:, 29.90,24.00
setBitrate:, 30.00,32.00
setBitrate:, 30.10,29.00
setBitrate:, 30.20,23.00
setBitrate:, 30.30,27.00
setBitrate:, 30.40,32.00
setBitrate:, 30.50,25.00
setBitrate:, 30.60,26.00
setBitrate:, 30.70,28.00
setBitrate:, 30.80,21.00
setBitrate:, 30.90,24.00
setBitrate:, 31.00,26.00
setBitrate:, 31.10,29.00
setBitrate:, 31.20,28.00
setBitrate:, 31.30,25.00
setBitrate:, 31.40,27.00
setBitrate:, 31.50,29.00
setBitrate:, 31.60,30.00
setBitrate:, 31.70,25.00
setBitrate:, 31.80,22.00
setBitrate:, 31.90,25.00
setBitrate:, 32.00,22.00
setBitrate:, 32.10,29.00
setBitrate:, 32.20,21.00
setBitrate:, 32.30,24.00
setBitrate:, 32.40,32.00
setBitrate:, 32.50,16.00
setBitrate:, 32.60,23.00
setBitrate:, 32.70,27.00
